TestCase,Program,PollyOpt,Parameter,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,Average
MergeSort	copy_reduced_dealloc C code	polly	1000000	170589506	179641681	180358603	182487633	173085785	182260874	177858394	178408016	179836721	182600128
MergeSort	copy_reduced_dealloc C code	polly	10000000	935635491	927827962	934813768	932921995	941611226	936604421	937478506	934578450	1017986145	941539517
MergeSort	copy_reduced_dealloc C code	polly	100000000	9989396887	10000141013	10019689827	9986764876	9966439527	9992748669	9995297721	9994286009	10030473973	9966154035
MergeSort	copy_reduced_dealloc C code	polly	1000000000
MergeSort	copy_reduced_dealloc C code	openmp	1000	6448769	7227902	6832980	7645754	6951640	7786343	6952206	7249206	6572915	6527362
MergeSort	copy_reduced_dealloc C code	openmp	10000	9956004	8563844	9987921	8685092	9241969	8917682	9293080	8938119	8402682	8946043
MergeSort	copy_reduced_dealloc C code	openmp	100000	30251381	26844580	23192093	25502979	25510464	26746464	25742675	21190533	21899958	24872117
MergeSort	copy_reduced_dealloc C code	openmp	1000000	174740852	174492230	175142074	173993980	171812248	174471868	174633395	173965924	174901104	172167558
MergeSort	copy_reduced_dealloc C code	openmp	10000000	921444185	995346022	935221644	933677256	930981418	929448339	925815667	931655638	928556834	927489070
MergeSort	copy_reduced_dealloc C code	openmp	100000000	9851067163	9858217048	9844932214	9839698475	9933111054	9927537002	9855121285	9842269996	9857328295	9841872454
MergeSort	copy_reduced_dealloc C code	openmp	1000000000
MergeSort	copy_reduced_dealloc C code	vector	1000	5034622	5536916	6684024	6319124	6825994	7341918	6240897	6760794	6408110	6812574
MergeSort	copy_reduced_dealloc C code	vector	10000	9776452	8812569	9556138	8487075	9853279	8471197	8247063	8757383	8956567	8484373
MergeSort	copy_reduced_dealloc C code	vector	100000	30395507	25766547	21680077	20141080	23952561	20473930	23929817	28864913	25037228	29062298
MergeSort	copy_reduced_dealloc C code	vector	1000000	172782168	174046762	175715169	174276954	176951494	170540683	176725710	182621132	174884812	173819791
MergeSort	copy_reduced_dealloc C code	vector	10000000	938734969	932537853	1004774488	934390799	935705371	937181897	933697184	935058982	931437525	934936949
MergeSort	copy_reduced_dealloc C code	vector	100000000	10004525131	9955234002	9973812579	9998207919	10005998178	9996644464	10000081144	9996176059	9997930655	10157939740
MergeSort	copy_reduced_dealloc C code	vector	1000000000
newTicTacToe	naive C code	gcc	1000	20066547	12007778	11029617	11259550	11347334	11214388	11483375	11573891	11479626	10836617
newTicTacToe	naive C code	gcc	10000	41801649	45194950	39370321	41024163	41344082	44211163	43691838	40050521	37583643	37522216
newTicTacToe	naive C code	gcc	100000	316914596	310973459	329575195	315846292	313563047	316235214	358897583	318268686	318550290	320076507
newTicTacToe	naive C code	gcc	1000000	3357498961	3295203572	3043298010	3206700204	3602287670	3593690179	3300065144	3154243295	3312920802	3186458363
newTicTacToe	naive C code	gcc	10000000
newTicTacToe	naive C code	gcc	100000000
newTicTacToe	naive C code	gcc	1000000000
newTicTacToe	naive C code	gcc	10000000000
